phenotypes,gene,chromosome,start,end,minP,T2D:pValue,T2D:zStat,T2D:nParam,T2D:subjects,chiSquared
["T2D"],"USP48","1",22004791,22110099,9.89714152859303e-7,9.89714152859303e-7,4.755513296809285,,1017045,9.89714152859304e-7
["T2D"],"IL34","16",70613798,70694585,9.924603632087914e-7,9.924603632087914e-7,4.754953526085947,,940916,9.92460363208791e-7
["T2D"],"BEND3","6",107386386,107436719,0.000001000691423896423,0.000001000691423896423,4.753284626545735,,1021975,0.0000010006914238964223
["T2D"],"IGF2BP3","7",23349828,23510110,0.0000010153351912632423,0.0000010153351912632423,4.7503478463723425,,839080,0.0000010153351912632423
["T2D"],"WSB2","12",118470492,118500235,0.0000010199594624150346,0.0000010199594624150346,4.749428906163786,,983734,0.0000010199594624150357
["T2D"],"STC2","5",172741726,172755450,0.0000010206654883504296,0.0000010206654883504296,4.749288956185792,,899327,0.00000102066548835043
["T2D"],"PRIM1","12",57124222,57146158,0.0000010502594985562266,0.0000010502594985562266,4.743504862062975,,849906,0.0000010502594985562277
["T2D"],"PTF1A","10",23481241,23483174,0.0000010558240191673634,0.0000010558240191673634,4.742434797281864,,1323101,0.0000010558240191673637
["T2D"],"PHF21A","11",45950870,46143005,0.0000010804602865775005,0.0000010804602865775005,4.737761368586641,,931810,0.0000010804602865775003
["T2D"],"CDKN1C","11",2904443,2907005,0.0000010924419584278781,0.0000010924419584278781,4.735525350144759,,526142,0.000001092441958427879
["T2D"],"OSBPL5","11",3108337,3187969,0.00000109900378868781,0.00000109900378868781,4.734310743008849,,978220,0.0000010990037886878096
["T2D"],"CHMP1A","16",89707224,89724146,0.0000011051008298891967,0.0000011051008298891967,4.733188394977777,,863849,0.0000011051008298891978
["T2D"],"ACO1","9",32384601,32454767,0.0000011180972705848836,0.0000011180972705848836,4.730815714763176,,1052459,0.0000011180972705848843
["T2D"],"JPH2","20",42735230,42815828,0.0000011294011398804661,0.0000011294011398804661,4.72877347363787,,1108920,0.0000011294011398804668
["T2D"],"THUMPD3","3",9404655,9428475,0.000001133508294348298,0.000001133508294348298,4.7280363028425505,,973903,0.0000011335082943482972
["T2D"],"PBX4","19",19672516,19729502,0.0000011536402643778525,0.0000011536402643778525,4.72445962068131,,842767,0.0000011536402643778525
["T2D"],"FNDC3B","3",171757368,172119459,0.0000011538624655740433,0.0000011538624655740433,4.724420479383184,,1057148,0.0000011538624655740446
["T2D"],"RASA4B","7",102120423,102158224,0.0000011730095301941671,0.0000011730095301941671,4.721074566584653,,426754,0.0000011730095301941667
["T2D"],"FAM60A","12",31433518,31479992,0.0000011881979705305772,0.0000011881979705305772,4.718457504744103,,730700,0.000001188197970530578
["T2D"],"FLNA","X",153576892,153603002,0.0000011883769981484407,0.0000011883769981484407,4.718426849113665,,304822,0.0000011883769981484405
["T2D"],"WBP4","13",41635645,41658142,0.0000012069203087797008,0.0000012069203087797008,4.715275374424819,,773639,0.0000012069203087797015
["T2D"],"GMEB1","1",28995290,29045865,0.0000012079806987845117,0.0000012079806987845117,4.71509656700412,,898116,0.0000012079806987845126
["T2D"],"RAB24","5",176728199,176730745,0.0000012102767136113098,0.0000012102767136113098,4.714709919145071,,1133878,0.0000012102767136113102
["T2D"],"MED27","9",134728315,134955254,0.000001249026977140888,0.000001249026977140888,4.708288485020166,,865068,0.000001249026977140888
["T2D"],"ZDHHC16","10",99205927,99217127,0.0000012533552189303898,0.0000012533552189303898,4.707583149185372,,904648,0.0000012533552189303898
["T2D"],"LINGO1","15",77905369,78113242,0.000001266859307470673,0.000001266859307470673,4.705397437042356,,1040340,0.0000012668593074706733
["T2D"],"PROS1","3",93591895,93698847,0.0000013110947577777818,0.0000013110947577777818,4.698391092155282,,767425,0.0000013110947577777816
["T2D"],"RPS11","19",49999622,50002965,0.0000013130157826338356,0.0000013130157826338356,4.698091991908076,,968000,0.000001313015782633837
["T2D"],"ZBTB8OS","1",33065773,33116504,0.000001319690569143997,0.000001319690569143997,4.697055994166991,,820340,0.0000013196905691439982
["T2D"],"PPP4C","16",30087299,30096697,0.0000013253826495662607,0.0000013253826495662607,4.696176488117122,,767661,0.000001325382649566261
["T2D"],"STX19","3",93733209,93747441,0.000001346360770275887,0.000001346360770275887,4.692966077878011,,912107,0.0000013463607702758879
["T2D"],"DMGDH","5",78293387,78531861,0.0000013595239183819246,0.0000013595239183819246,4.690976063454401,,1150311,0.0000013595239183819257
["T2D"],"SMC4","3",160117062,160152742,0.0000013646007906690342,0.0000013646007906690342,4.690213475561161,,864250,0.0000013646007906690336
["T2D"],"FDPS","1",155278539,155290457,0.0000014102433658416377,0.0000014102433658416377,4.6834773213076355,,948219,0.000001410243365841639
["T2D"],"PLCG1","20",39765600,39825441,0.0000014988768211104243,0.0000014988768211104243,4.670973672016802,,785825,0.0000014988768211104241
["T2D"],"SLC8A1","2",40324410,40838193,0.0000015008799462615326,0.0000015008799462615326,4.670699364824977,,1075133,0.0000015008799462615341
["T2D"],"CDKL2","4",76501706,76555900,0.0000015178011096899026,0.0000015178011096899026,4.668396102529218,,1052061,0.000001517801109689902
["T2D"],"PHF13","1",6673791,6684090,0.0000015209907514805749,0.0000015209907514805749,4.66796469817063,,929304,0.0000015209907514805745
["T2D"],"ADAMTS9","3",64501330,64673676,0.0000015230107514721787,0.0000015230107514721787,4.66769193843958,,1019868,0.0000015230107514721798
["T2D"],"ABCA1","9",107543287,107690436,0.0000015808902556153445,0.0000015808902556153445,4.660020396733549,,1062009,0.0000015808902556153456
["T2D"],"C18orf8","18",21083434,21111786,0.0000016023727371264504,0.0000016023727371264504,4.657241427469332,,942738,0.0000016023727371264516
["T2D"],"RBBP4","1",33116743,33151812,0.0000016059566436280268,0.0000016059566436280268,4.656781295246706,,806430,0.000001605956643628026
["T2D"],"ADAL","15",43622870,43646767,0.0000016156982200376772,0.0000016156982200376772,4.655535548413331,,1113987,0.0000016156982200376775
["T2D"],"PREB","2",27353624,27357534,0.0000016407474533004251,0.0000016407474533004251,4.652365048642773,,780533,0.0000016407474533004247
["T2D"],"ADGRG6","6",142622991,142767403,0.0000016747147124268443,0.0000016747147124268443,4.648139149660121,,933922,0.0000016747147124268451
["T2D"],"RAB1B","11",66036061,66044963,0.000001674986757352431,0.000001674986757352431,4.648105637241113,,1016590,0.0000016749867573524326
["T2D"],"DNAJC11","1",6694228,6761984,0.000001688310606990558,0.000001688310606990558,4.646470666515069,,982556,0.0000016883106069905582
["T2D"],"GCC1","7",127220682,127233665,0.0000017324819908740779,0.0000017324819908740779,4.641137532728882,,1010374,0.0000017324819908740775
["T2D"],"GPR4","19",46093022,46105470,0.0000017425975670487984,0.0000017425975670487984,4.639934566238275,,874518,0.0000017425975670487989
["T2D"],"GGT7","20",33432523,33460659,0.0000017485411111747099,0.0000017485411111747099,4.639230866096506,,1131912,0.0000017485411111747116
["T2D"],"RGP1","9",35749284,35758582,0.0000017692757274325396,0.0000017692757274325396,4.6367937714278815,,1099028,0.0000017692757274325394
["T2D"],"PPIP5K1","15",43825660,43882406,0.0000018035262549291474,0.0000018035262549291474,4.632827402281301,,880921,0.0000018035262549291491
["T2D"],"SPIN2A","X",57160963,57163956,0.000001817616206813576,0.000001817616206813576,4.631216649398365,,232492,0.0000018176162068135772
["T2D"],"MYL2","12",111348623,111359247,0.0000018250663452358333,0.0000018250663452358333,4.630369787045006,,1135670,0.0000018250663452358344
["T2D"],"MAPKBP1","15",42066632,42120053,0.000001840905892862344,0.000001840905892862344,4.628580254282182,,973416,0.0000018409058928623429
["T2D"],"JARID2","6",15246300,15522273,0.00000184527512826399,0.00000184527512826399,4.628089220809006,,1003433,0.0000018452751282639894
["T2D"],"BEND7","10",13480484,13571014,0.000001845353056974206,0.000001845353056974206,4.628080472966603,,1048946,0.0000018453530569742051
["T2D"],"GAK","4",843064,926161,0.0000018606436686658393,0.0000018606436686658393,4.62637084946031,,939342,0.0000018606436686658404
["T2D"],"HFE","6",26087509,26098571,0.0000018884261089792339,0.0000018884261089792339,4.623298715206018,,922899,0.0000018884261089792354
["T2D"],"CCDC63","12",111284573,111345339,0.0000018899616419150548,0.0000018899616419150548,4.62313018471896,,993815,0.0000018899616419150543
["T2D"],"TAF11","6",34845239,34856969,0.0000018977954463209855,0.0000018977954463209855,4.6222724330795435,,912392,0.0000018977954463209872
["T2D"],"TAOK2","16",29985189,30003582,0.0000019148060431382212,0.0000019148060431382212,4.620421508155978,,977318,0.0000019148060431382225
["T2D"],"SFTA2","6",30899130,30923413,0.0000019238391627368353,0.0000019238391627368353,4.619445010953391,,1428160,0.000001923839162736834
["T2D"],"MYH7B","20",33543613,33590240,0.000001954524607311275,0.000001954524607311275,4.6161603675229905,,1108443,0.0000019545246073112762
["T2D"],"DFNB31","9",117164360,117267753,0.0000020215324286315913,0.0000020215324286315913,4.6091562085047615,,999061,0.000002021532428631593
["T2D"],"FST","5",52776456,52782964,0.0000020755966743576407,0.0000020755966743576407,4.6036653436837005,,976112,0.0000020755966743576403
["T2D"],"SORBS2","4",186506598,186877806,0.0000021457534973572675,0.0000021457534973572675,4.596740917534249,,1082621,0.0000021457534973572663
["T2D"],"A1CF","10",52559169,52645435,0.000002158079642898295,0.000002158079642898295,4.595546786689338,,832928,0.0000021580796428982956
["T2D"],"TUBGCP4","15",43661419,43701969,0.0000021611108647380795,0.0000021611108647380795,4.5952541295785325,,975679,0.0000021611108647380795
["T2D"],"IVD","15",40697686,40728146,0.000002161140124533539,0.000002161140124533539,4.595251306533357,,1135606,0.0000021611401245335408
["T2D"],"GP2","16",20320896,20339130,0.000002221018407780079,0.000002221018407780079,4.589549486931831,,929901,0.0000022210184077800805
["T2D"],"NOL4","18",31431064,31804916,0.0000022218647953426987,0.0000022218647953426987,4.589469951304211,,928291,0.000002221864795342701
["T2D"],"PACS1","11",65837743,66012215,0.000002237299340508947,0.000002237299340508947,4.588024624791887,,976314,0.0000022372993405089464
["T2D"],"KCNJ13","2",233630512,233641275,0.0000022800419824127136,0.0000022800419824127136,4.584071405759885,,1190925,0.0000022800419824127158
["T2D"],"CDKN2A","9",21967751,21995300,0.0000023060264515396247,0.0000023060264515396247,4.581702687104193,,825446,0.0000023060264515396256
["T2D"],"SLC26A5","7",102993177,103086654,0.0000023310484542938916,0.0000023310484542938916,4.579445748343673,,1022806,0.0000023310484542938925
["T2D"],"ZBED4","22",50247492,50283728,0.0000023413478693611014,0.0000023413478693611014,4.578523495210428,,993071,0.0000023413478693611014
["T2D"],"GNAO1","16",56225302,56391356,0.0000023616295963066727,0.0000023616295963066727,4.5767186893500655,,983924,0.0000023616295963066735
["T2D"],"CCDC77","12",498439,551808,0.000002365647130308956,0.000002365647130308956,4.576362944288473,,945531,0.0000023656471303089548
["T2D"],"NPR2","9",35791000,35809729,0.0000024369697783845703,0.0000024369697783845703,4.5701419560748,,1118854,0.0000024369697783845703
["T2D"],"DHX58","17",40253422,40264732,0.0000024650083137195533,0.0000024650083137195533,4.567743985050306,,1005849,0.000002465008313719555
["T2D"],"PRR14L","22",32072242,32146126,0.000002475233459005821,0.000002475233459005821,4.566875984117651,,773840,0.000002475233459005821
["T2D"],"PDK2","17",48172101,48189516,0.0000025374216472573073,0.0000025374216472573073,4.5616697125171095,,989733,0.0000025374216472573086
["T2D"],"PKIG","20",43160426,43252888,0.0000025435603755391577,0.0000025435603755391577,4.561162434636981,,898984,0.000002543560375539159
["T2D"],"C2orf82","2",233721980,233743418,0.0000025499491244702484,0.0000025499491244702484,4.560635739585806,,1103029,0.00000254994912447025
["T2D"],"HLA-DRB5","6",32485130,32498064,0.0000025738019801843815,0.0000025738019801843815,4.55868038881397,,471174,0.0000025738019801843815
["T2D"],"ASCC2","22",30184598,30234293,0.000002609239172435116,0.000002609239172435116,4.555807211202134,,1074969,0.0000026092391724351146
["T2D"],"SYNC","1",33145507,33169197,0.0000026293447360479688,0.0000026293447360479688,4.5541936609244695,,764498,0.0000026293447360479705
["T2D"],"ABCC5","3",183637722,183735727,0.000002713582807532704,0.000002713582807532704,4.5475592030950835,,1043562,0.0000027135828075327026
["T2D"],"LRRC16B","14",24521218,24538938,0.0000027369395768021635,0.0000027369395768021635,4.545754571303562,,902804,0.000002736939576802166
["T2D"],"TNFSF12-TNFSF13","17",7452416,7464918,0.000002776368702421614,0.000002776368702421614,4.542741318964504,,1042633,0.0000027763687024216157
["T2D"],"MNX1","7",156786745,156803357,0.000002799439415066631,0.000002799439415066631,4.540997151186675,,1028504,0.000002799439415066633
["T2D"],"SBNO1","12",123773656,123849394,0.0000028009782507917298,0.0000028009782507917298,4.5408813037777405,,928185,0.0000028009782507917285
["T2D"],"BHLHA15","7",97840751,97844769,0.0000028501788314878984,0.0000028501788314878984,4.537209114227814,,906095,0.0000028501788314878967
["T2D"],"CAMK2B","7",44249618,44374176,0.0000028532770698361465,0.0000028532770698361465,4.536979906160077,,949554,0.0000028532770698361465
["T2D"],"GFI1","1",92938600,92952482,0.000002870440770221408,0.000002870440770221408,4.535714432861855,,809550,0.00000287044077022141
["T2D"],"DRG2","17",17991206,18011284,0.000002897124392947743,0.000002897124392947743,4.53376137011539,,1028102,0.000002897124392947744
["T2D"],"KIAA1522","1",33207431,33240571,0.0000029211687239979647,0.0000029211687239979647,4.532016177264949,,959018,0.0000029211687239979677
["T2D"],"TMEM175","4",926175,952444,0.0000030783702581665563,0.0000030783702581665563,4.520933923423039,,882130,0.0000030783702581665546
["T2D"],"PRELID1","5",176730800,176733950,0.0000030935928248477116,0.0000030935928248477116,4.519889706178021,,992732,0.0000030935928248477103
["T2D"],"LRRC24","8",145747772,145752417,0.000003093941653216228,0.000003093941653216228,4.519865835388237,,688558,0.00000309394165321623
["T2D"],"TAT","16",71599563,71610995,0.000003096157005588904,0.000003096157005588904,4.519714295962029,,1007397,0.0000030961570055889038
["T2D"],"NADK2","5",36192691,36242381,0.0000030991245200923504,0.0000030991245200923504,4.519511467976627,,981308,0.0000030991245200923525
["T2D"],"C22orf24","22",32321505,32341504,0.0000031180698964711374,0.0000031180698964711374,4.51822092583936,,1075611,0.0000031180698964711374
["T2D"],"RRN3","16",15153890,15188168,0.0000031623233586449017,0.0000031623233586449017,4.515235414422562,,903205,0.000003162323358644902
["T2D"],"ZFAND6","15",80351910,80430735,0.000003172742356470664,0.000003172742356470664,4.514538323789143,,1042570,0.0000031727423564706624
["T2D"],"PPP1R16A","8",145703352,145727504,0.00000327409015353468,0.00000327409015353468,4.507869584612189,,813297,0.0000032740901535346835
["T2D"],"CDHR4","3",49828165,49837306,0.000003278419938822389,0.000003278419938822389,4.507589101628207,,938738,0.0000032784199388223885
["T2D"],"ZNF280D","15",56922374,57026284,0.0000033302339520578733,0.0000033302339520578733,4.504259817460462,,907337,0.0000033302339520578712
["T2D"],"FAM120C","X",54094757,54209714,0.0000033583450978663014,0.0000033583450978663014,4.502474227573835,,314570,0.000003358345097866304
["T2D"],"KLHL21","1",6650784,6674667,0.000003489503352101032,0.000003489503352101032,4.494327753833228,,894919,0.000003489503352101032
["T2D"],"FADS3","11",61640991,61659523,0.000003528612405059018,0.000003528612405059018,4.491955269210629,,983122,0.0000035286124050590183
["T2D"],"ENPP3","6",131949582,132068558,0.000003544603643404792,0.000003544603643404792,4.490992424501929,,838205,0.00000354460364340479
["T2D"],"SETBP1","18",42260138,42648475,0.0000036373493736093912,0.0000036373493736093912,4.4854887429201264,,1006768,0.000003637349373609393
["T2D"],"RCN3","19",50031260,50050219,0.0000036386285528170836,0.0000036386285528170836,4.485413776642563,,934036,0.0000036386285528170814
["T2D"],"CENPE","4",104026506,104119602,0.0000036513023422703804,0.0000036513023422703804,4.484672388290032,,962780,0.000003651302342270381
["T2D"],"KAT5","11",65479467,65487075,0.0000036620819732006144,0.0000036620819732006144,4.484043738148924,,1302622,0.0000036620819732006174
["T2D"],"ZHX3","20",39807088,39946371,0.0000037219705409616953,0.0000037219705409616953,4.480583038650366,,957403,0.0000037219705409616983
["T2D"],"DXO","6",31937587,31940067,0.0000037258231157287677,0.0000037258231157287677,4.480362241932156,,823914,0.0000037258231157287703
["T2D"],"ZNF239","10",44051792,44070066,0.000003741540265185331,0.000003741540265185331,4.4794637252961165,,1118119,0.0000037415402651853333
["T2D"],"ANKS1A","6",34857032,35059183,0.0000037947686851437083,0.0000037947686851437083,4.476447349289668,,933816,0.0000037947686851437066
["T2D"],"PEX16","11",45931214,45940363,0.000003827701175090155,0.000003827701175090155,4.474601307108173,,993395,0.000003827701175090154
["T2D"],"ASAH2B","10",52499078,52576255,0.000003849095301208552,0.000003849095301208552,4.4734101717519215,,901892,0.0000038490953012085555
["T2D"],"OR1S2","11",57970676,57971614,0.000003851218330785236,0.000003851218330785236,4.473292315811762,,1201060,0.000003851218330785237
["T2D"],"WNK3","X",54219256,54385075,0.0000040320357312110135,0.0000040320357312110135,4.463475787530455,,294862,0.000004032035731211011
["T2D"],"RAD23A","19",13056669,13064456,0.000004036962742467743,0.000004036962742467743,4.46321423370117,,858908,0.000004036962742467745
["T2D"],"TET2","4",106067032,106200973,0.000004063265914665616,0.000004063265914665616,4.461823053683688,,950888,0.000004063265914665619
["T2D"],"DCDC1","11",30851916,31391357,0.000004063840685280746,0.000004063840685280746,4.4617927501635375,,959785,0.000004063840685280745
["T2D"],"ACE","17",61554422,61575741,0.000004137332042390295,0.000004137332042390295,4.457951439141427,,866978,0.000004137332042390294
["T2D"],"ITPR2","12",26488285,26986127,0.000004154998234486613,0.000004154998234486613,4.457037773721459,,1093154,0.0000041549982344866155
["T2D"],"TYRO3","15",41849873,41875787,0.000004286540443319926,0.000004286540443319926,4.450349115469534,,911810,0.000004286540443319928
["T2D"],"SKI","1",2158827,2241652,0.000004323891437650394,0.000004323891437650394,4.448485641831439,,940533,0.000004323891437650395
["T2D"],"HACD4","9",20999508,21031639,0.00000436449032787614,0.00000436449032787614,4.446477496239738,,1157690,0.0000043644903278761426
["T2D"],"BCL9","1",147013271,147098017,0.000004463467563468971,0.000004463467563468971,4.441655618262759,,975972,0.0000044634675634689715
["T2D"],"GDF6","8",97154561,97173034,0.000004479528746941132,0.000004479528746941132,4.440882815148778,,829629,0.000004479528746941132
["T2D"],"LMX1B","9",129376207,129463311,0.0000044861185262003154,0.0000044861185262003154,4.440566505769554,,1054567,0.0000044861185262003205
["T2D"],"RASD1","17",17397751,17399709,0.0000045186184830335015,0.0000045186184830335015,4.439012973346756,,976091,0.000004518618483033499
["T2D"],"RRNAD1","1",156698234,156706752,0.0000045525589333365925,0.0000045525589333365925,4.4374019393716875,,879209,0.000004552558933336596
["T2D"],"ICAM5","19",10400628,10407454,0.0000045585530961158605,0.0000045585530961158605,4.43711861039316,,1159849,0.000004558553096115862
["T2D"],"RTN4","2",55199323,55339757,0.000004603420557599378,0.000004603420557599378,4.435009073250775,,1063113,0.000004603420557599377
["T2D"],"ALG12","22",50293877,50312086,0.000004641839532846296,0.000004641839532846296,4.433218279400078,,997702,0.000004641839532846299
["T2D"],"PKLR","1",155259084,155271229,0.000004644463497958667,0.000004644463497958667,4.433096487724028,,932829,0.000004644463497958666
["T2D"],"SPATA20","17",48620419,48633213,0.000004669134900325017,0.000004669134900325017,4.431954565495229,,980054,0.0000046691349003250225
["T2D"],"STK11","19",1177557,1228430,0.000004831582082804132,0.000004831582082804132,4.4245765361319105,,881281,0.000004831582082804137
["T2D"],"KIF6","6",39297766,39693184,0.000004832081958948497,0.000004832081958948497,4.424554200624319,,934557,0.000004832081958948498
["T2D"],"LRRC48","17",17876127,17920203,0.000004879595601020473,0.000004879595601020473,4.422441203552906,,898870,0.000004879595601020477
["T2D"],"PAK6","15",40509629,40569688,0.000004882605164813155,0.000004882605164813155,4.422308026827595,,956086,0.000004882605164813159
["T2D"],"PCM1","8",17780351,17887457,0.0000049304103581993805,0.0000049304103581993805,4.420203040274037,,995027,0.00000493041035819938
["T2D"],"LRRN2","1",204586298,204654866,0.000004943858729548007,0.000004943858729548007,4.419614386898301,,1036174,0.000004943858729548012
["T2D"],"POC1A","3",52109242,52188706,0.000005005664405648322,0.000005005664405648322,4.416928585708018,,910455,0.0000050056644056483255
["T2D"],"GLP2R","17",9725523,9795416,0.000005014446950502008,0.000005014446950502008,4.416549507984354,,1104107,0.000005014446950502004
["T2D"],"SAR1B","5",133936839,133984961,0.000005048246853077578,0.000005048246853077578,4.415096507546468,,718146,0.000005048246853077583
["T2D"],"ABHD6","3",58223259,58281420,0.000005057457417698842,0.000005057457417698842,4.414702171924918,,1128421,0.0000050574574176988465
["T2D"],"SMAD6","15",66994574,67075187,0.000005139192593067169,0.000005139192593067169,4.411232556911441,,1102056,0.000005139192593067166
["T2D"],"CDK10","16",89747145,89762762,0.000005174081158419446,0.000005174081158419446,4.409767577948293,,1029996,0.0000051740811584194505
["T2D"],"RELN","7",103111828,103630105,0.000005201675297541782,0.000005201675297541782,4.408615559587797,,1110144,0.000005201675297541784
["T2D"],"CUX2","12",111471969,111788358,0.0000052903077287218254,0.0000052903077287218254,4.404954354517479,,828288,0.0000052903077287218254
["T2D"],"ETAA1","2",67624454,67639221,0.000005337233034350173,0.000005337233034350173,4.403039623788898,,957447,0.000005337233034350169
["T2D"],"RPUSD2","15",40861498,40867148,0.0000053395817705749366,0.0000053395817705749366,4.402944209383902,,1077488,0.000005339581770574935
["T2D"],"NACA","12",57106089,57125412,0.000005360835579725753,0.000005360835579725753,4.402082618109816,,862329,0.000005360835579725751
["T2D"],"ABHD1","2",27346657,27353680,0.000005389481807253046,0.000005389481807253046,4.400926497731013,,855394,0.000005389481807253046
["T2D"],"ANKRD31","5",74364100,74532736,0.000005439493833022346,0.000005439493833022346,4.398922076692319,,954241,0.000005439493833022345
["T2D"],"KAT6A","8",41786997,41909512,0.00000548525239776264,0.00000548525239776264,4.397103484577339,,932476,0.0000054852523977626446
["T2D"],"EHF","11",34642640,34684835,0.0000055824495485638155,0.0000055824495485638155,4.393288138505471,,1065538,0.00000558244954856382
["T2D"],"RGS19","20",62704534,62711341,0.0000056347196865966975,0.0000056347196865966975,4.391262487175564,,721756,0.000005634719686596699
["T2D"],"SLC5A1","22",32439248,32509016,0.000005635533886033285,0.000005635533886033285,4.391231076197006,,904136,0.000005635533886033287
["T2D"],"TXNDC15","5",134210061,134237325,0.0000058135870259627905,0.0000058135870259627905,4.384463939433479,,737940,0.00000581358702596279
["T2D"],"CALCR","7",93053798,93204042,0.000005820734316515655,0.000005820734316515655,4.384196446763988,,1067695,0.00000582073431651566
["T2D"],"ZNF839","14",102783714,102809039,0.000005908424388794194,0.000005908424388794194,4.3809398574475145,,906964,0.000005908424388794199
["T2D"],"ZC3H13","13",46528600,46626894,0.000005917670334304226,0.000005917670334304226,4.380599178992816,,1022278,0.000005917670334304231
["T2D"],"HOXC5","12",54426834,54429145,0.000006005286092219963,0.000006005286092219963,4.377395849658046,,962078,0.000006005286092219967
["T2D"],"CAD","2",27440237,27466811,0.000006147177158750562,0.000006147177158750562,4.372301568340299,,812963,0.000006147177158750563
["T2D"],"LPIN3","20",39969461,39989222,0.000006186901918433223,0.000006186901918433223,4.370895443059799,,871583,0.000006186901918433229
["T2D"],"MAP4","3",47892180,48130762,0.000006215541043321944,0.000006215541043321944,4.369887047198438,,834242,0.00000621554104332194
["T2D"],"HOXC6","12",54384408,54424607,0.0000062673132465525815,0.0000062673132465525815,4.368075326248731,,929280,0.000006267313246552579
["T2D"],"NRXN2","11",64373646,64490669,0.000006423024340457511,0.000006423024340457511,4.362711177071855,,896957,0.000006423024340457519
["T2D"],"NRG4","15",76228310,76352136,0.00000647461717319592,0.00000647461717319592,4.36096117695437,,750889,0.000006474617173195925
["T2D"],"GTF2I","7",74064571,74175022,0.0000064780750492692306,0.0000064780750492692306,4.36084436396441,,800404,0.00000647807504926923
["T2D"],"CDK6","7",92234235,92465887,0.00000648409592745824,0.00000648409592745824,4.3606411102628515,,921421,0.000006484095927458239
["T2D"],"CDC42SE1","1",151023447,151042801,0.000006521598149137377,0.000006521598149137377,4.35937914389952,,771433,0.000006521598149137382
["T2D"],"PSMB7","9",127115744,127177723,0.00000653988322526922,0.00000653988322526922,4.358766351755701,,966858,0.000006539883225269217
["T2D"],"DDR1","6",30844198,30867933,0.000006706728956032026,0.000006706728956032026,4.353249118628447,,973137,0.0000067067289560320256
["T2D"],"KCNB2","8",73449460,73850584,0.000006859934331975747,0.000006859934331975747,4.348297065556164,,1013290,0.000006859934331975754
["T2D"],"BTBD16","10",124030811,124097674,0.000007021242258770863,0.000007021242258770863,4.34319584499652,,1109055,0.00000702124225877087
["T2D"],"PSMA1","11",14526420,14665181,0.000007026107994685267,0.000007026107994685267,4.343043713399444,,916400,0.000007026107994685272
["T2D"],"TMEM106B","7",12250896,12282993,0.000007101768680889662,0.000007101768680889662,4.340690954780776,,1280618,0.000007101768680889665
["T2D"],"RPL10","X",153618315,153637504,0.00000722023227018439,0.00000722023227018439,4.337054778412882,,365683,0.000007220232270184386
["T2D"],"ANGEL1","14",77252352,77292589,0.000007313120778908444,0.000007313120778908444,4.334243194141162,,1075365,0.000007313120778908439
["T2D"],"DNAJC17","15",41057359,41099676,0.000007339268430136077,0.000007339268430136077,4.333457888948428,,904943,0.000007339268430136075
["T2D"],"ZNF213","16",3179778,3192805,0.000007557074089707983,0.000007557074089707983,4.327018193516883,,911007,0.0000075570740897079785
["T2D"],"TSHZ3","19",31640885,31840342,0.000007652643574290835,0.000007652643574290835,4.3242482490667,,985555,0.000007652643574290842
["T2D"],"FAM96A","15",64364764,64386056,0.000007683055090254708,0.000007683055090254708,4.323373729405546,,1004042,0.000007683055090254706
["T2D"],"KCNH7","2",163227917,163695277,0.000008048830645653082,0.000008048830645653082,4.313106379430194,,977148,0.00000804883064565308
["T2D"],"SLC16A10","6",111408706,111552397,0.000008244617971448691,0.000008244617971448691,4.307791967703236,,954469,0.000008244617971448691
["T2D"],"PRKD1","14",30045685,30661104,0.000008269776909611397,0.000008269776909611397,4.307117799300064,,923656,0.000008269776909611399
["T2D"],"LINGO2","9",27937615,29213599,0.000008361229404614996,0.000008361229404614996,4.304683561627574,,1075520,0.000008361229404614996
["T2D"],"SNX1","15",64386322,64438289,0.000008375824219602935,0.000008375824219602935,4.304297433714564,,949154,0.000008375824219602932
["T2D"],"DOC2A","16",30016835,30034591,0.000008383595778226625,0.000008383595778226625,4.304092086920107,,1032619,0.000008383595778226625
["T2D"],"INPP1","2",191208296,191236391,0.00000855029710254551,0.00000855029710254551,4.299730490244466,,1254429,0.00000855029710254551
["T2D"],"PRKRIP1","7",102004319,102067123,0.000008579020826532563,0.000008579020826532563,4.298987153331084,,1009450,0.000008579020826532566
["T2D"],"IKBKB","8",42128820,42189978,0.00000877298204155918,0.00000877298204155918,4.294028873554144,,797341,0.000008772982041559182
["T2D"],"BTNL2","6",32361116,32374958,0.000008797211377815617,0.000008797211377815617,4.293416847334448,,1033090,0.000008797211377815619
["T2D"],"ALOX12","17",6899368,6914073,0.000008928273396396772,0.000008928273396396772,4.290133844187297,,1213353,0.00000892827339639677
["T2D"],"STAG1","3",136055078,136471245,0.000008960849097359144,0.000008960849097359144,4.2893249738553365,,839798,0.000008960849097359146
